保存loss
epoch= 0 sampleNo.= 0 minloss= 10 cross_entropy= tensor(16.2742, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0254, device='cuda:0')
epoch= 0 sampleNo.= 1 minloss= 10 cross_entropy= tensor(13.1226, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0609, device='cuda:0')
epoch= 0 sampleNo.= 2 minloss= 10 cross_entropy= tensor(12.2768, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0931, device='cuda:0')
epoch= 0 sampleNo.= 3 minloss= 10 cross_entropy= tensor(11.2625, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 4 minloss= 10 cross_entropy= tensor(11.6096, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 5 minloss= 10 cross_entropy= tensor(11.1879, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 6 minloss= 10 cross_entropy= tensor(10.8769, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 7 minloss= 10 cross_entropy= tensor(10.6622, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 8 minloss= 10 cross_entropy= tensor(11.2524, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 9 minloss= 10 cross_entropy= tensor(10.5246, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 10 minloss= 10 cross_entropy= tensor(10.3632, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 11 minloss= 10 cross_entropy= tensor(10.4616, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 12 minloss= 10 cross_entropy= tensor(10.4998, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 13 minloss= 10 cross_entropy= tensor(10.3116, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 14 minloss= 10 cross_entropy= tensor(10.6041, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 15 minloss= 10 cross_entropy= tensor(10.4902, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 16 minloss= 10 cross_entropy= tensor(10.3860, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 17 minloss= 10 cross_entropy= tensor(10.3126, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 18 minloss= 10 cross_entropy= tensor(10.1689, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 19 minloss= 10 cross_entropy= tensor(10.2318, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 20 minloss= 10 cross_entropy= tensor(10.6528, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 21 minloss= 10 cross_entropy= tensor(10.1550, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 22 minloss= 10 cross_entropy= tensor(10.3518, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
保存参数 
epoch= 0 sampleNo.= 23 minloss= tensor(9.9585, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.9585, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 141 sampleNo.= 65 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.1069, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1214, device='cuda:0')
epoch= 141 sampleNo.= 66 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.6121, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1518, device='cuda:0')
epoch= 141 sampleNo.= 67 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.2524, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0366, device='cuda:0')
epoch= 141 sampleNo.= 68 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(26737502., device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
保存loss
epoch= 142 sampleNo.= 0 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.8740, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0993, device='cuda:0')
epoch= 142 sampleNo.= 1 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.0844, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0881, device='cuda:0')
epoch= 142 sampleNo.= 2 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.6084, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0892, device='cuda:0')
epoch= 142 sampleNo.= 3 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.3919, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0550, device='cuda:0')
epoch= 142 sampleNo.= 4 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.1332, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1458, device='cuda:0')
epoch= 142 sampleNo.= 5 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(18.4956, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0498, device='cuda:0')
epoch= 142 sampleNo.= 6 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(17.6039, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0773, device='cuda:0')
epoch= 142 sampleNo.= 7 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(17.7049, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1112, device='cuda:0')
epoch= 142 sampleNo.= 8 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(17.1924, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0909, device='cuda:0')
epoch= 142 sampleNo.= 9 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.6537, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0538, device='cuda:0')
epoch= 142 sampleNo.= 10 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(18.6219, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0624, device='cuda:0')
epoch= 142 sampleNo.= 11 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(18.9713, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1012, device='cuda:0')
epoch= 142 sampleNo.= 12 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.9612, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0731, device='cuda:0')
epoch= 142 sampleNo.= 13 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.4620, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0670, device='cuda:0')
epoch= 142 sampleNo.= 14 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(18.2714, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0991, device='cuda:0')
epoch= 142 sampleNo.= 15 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.3254, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0939, device='cuda:0')
epoch= 142 sampleNo.= 16 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.3379, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0599, device='cuda:0')
epoch= 142 sampleNo.= 17 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.4126, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0796, device='cuda:0')
epoch= 142 sampleNo.= 18 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.4205, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0813, device='cuda:0')
epoch= 142 sampleNo.= 19 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.4680, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0933, device='cuda:0')
epoch= 142 sampleNo.= 20 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.8706, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0687, device='cuda:0')
epoch= 142 sampleNo.= 21 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.5864, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0630, device='cuda:0')
epoch= 142 sampleNo.= 22 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.4786, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0627, device='cuda:0')
epoch= 142 sampleNo.= 23 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.7288, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0537, device='cuda:0')
epoch= 142 sampleNo.= 24 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.4879, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0774, device='cuda:0')
epoch= 142 sampleNo.= 25 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(21.4879, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0438, device='cuda:0')
epoch= 142 sampleNo.= 26 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(21.1465, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0689, device='cuda:0')
epoch= 142 sampleNo.= 27 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(21.1582, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0414, device='cuda:0')
epoch= 142 sampleNo.= 28 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.4175, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0565, device='cuda:0')
epoch= 142 sampleNo.= 29 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(21.1297, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0845, device='cuda:0')
epoch= 142 sampleNo.= 30 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.7685, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0357, device='cuda:0')
epoch= 142 sampleNo.= 31 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.3899, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0734, device='cuda:0')
epoch= 142 sampleNo.= 32 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(22.0352, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0333, device='cuda:0')
epoch= 142 sampleNo.= 33 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.9445, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0446, device='cuda:0')
epoch= 142 sampleNo.= 34 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(21.7353, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0361, device='cuda:0')
epoch= 142 sampleNo.= 35 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.4556, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0721, device='cuda:0')
epoch= 142 sampleNo.= 36 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(18.5874, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0528, device='cuda:0')
epoch= 142 sampleNo.= 37 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(17.3043, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0410, device='cuda:0')
epoch= 142 sampleNo.= 38 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.9491, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0630, device='cuda:0')
epoch= 142 sampleNo.= 39 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.4319, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0465, device='cuda:0')
epoch= 142 sampleNo.= 40 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.3551, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0480, device='cuda:0')
epoch= 142 sampleNo.= 41 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.7258, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0618, device='cuda:0')
epoch= 142 sampleNo.= 42 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.6792, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0557, device='cuda:0')
epoch= 142 sampleNo.= 43 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(33.5358, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0824, device='cuda:0')
epoch= 142 sampleNo.= 44 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(28.1338, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0119, device='cuda:0')
epoch= 142 sampleNo.= 45 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(24.5295, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0903, device='cuda:0')
epoch= 142 sampleNo.= 46 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(129.4605, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0922, device='cuda:0')
epoch= 142 sampleNo.= 47 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(22.2976, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0803, device='cuda:0')
epoch= 142 sampleNo.= 48 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(37.3979, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0597, device='cuda:0')
epoch= 142 sampleNo.= 49 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(19.1373, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0566, device='cuda:0')
保存loss
epoch= 142 sampleNo.= 50 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(21.7198, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0159, device='cuda:0')
epoch= 142 sampleNo.= 51 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.4441, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0467, device='cuda:0')
epoch= 142 sampleNo.= 52 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.5335, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0815, device='cuda:0')
epoch= 142 sampleNo.= 53 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(18.2201, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0475, device='cuda:0')
epoch= 142 sampleNo.= 54 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.2660, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0509, device='cuda:0')
epoch= 142 sampleNo.= 55 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.4233, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0597, device='cuda:0')
epoch= 142 sampleNo.= 56 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.0002, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0456, device='cuda:0')
epoch= 142 sampleNo.= 57 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(17.0924, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0462, device='cuda:0')
epoch= 142 sampleNo.= 58 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(23.7699, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0544, device='cuda:0')
epoch= 142 sampleNo.= 59 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.4849, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0527, device='cuda:0')
epoch= 142 sampleNo.= 60 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.2264, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1003, device='cuda:0')
epoch= 142 sampleNo.= 61 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.5969, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0533, device='cuda:0')
epoch= 142 sampleNo.= 62 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.5663, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0650, device='cuda:0')
epoch= 142 sampleNo.= 63 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.4505, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0820, device='cuda:0')
epoch= 142 sampleNo.= 64 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.1509, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0814, device='cuda:0')
epoch= 142 sampleNo.= 65 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.8836, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0642, device='cuda:0')
epoch= 142 sampleNo.= 66 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.5692, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0379, device='cuda:0')
epoch= 142 sampleNo.= 67 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(16.8469, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0712, device='cuda:0')
epoch= 142 sampleNo.= 68 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(18.3612, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
保存loss
epoch= 143 sampleNo.= 0 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.7073, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0934, device='cuda:0')
epoch= 143 sampleNo.= 1 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.5568, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0356, device='cuda:0')
epoch= 143 sampleNo.= 2 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.8914, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0377, device='cuda:0')
epoch= 143 sampleNo.= 3 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.0149, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0804, device='cuda:0')
epoch= 143 sampleNo.= 4 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.6533, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0791, device='cuda:0')
epoch= 143 sampleNo.= 5 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.9655, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0865, device='cuda:0')
epoch= 143 sampleNo.= 6 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.3428, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0731, device='cuda:0')
epoch= 143 sampleNo.= 7 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.2584, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0944, device='cuda:0')
epoch= 143 sampleNo.= 8 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.7473, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0956, device='cuda:0')
epoch= 143 sampleNo.= 9 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.6891, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0585, device='cuda:0')
epoch= 143 sampleNo.= 10 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.3273, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0269, device='cuda:0')
epoch= 143 sampleNo.= 11 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.8146, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0779, device='cuda:0')
epoch= 143 sampleNo.= 12 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.3311, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0775, device='cuda:0')
epoch= 143 sampleNo.= 13 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.9330, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0596, device='cuda:0')
epoch= 143 sampleNo.= 14 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.4385, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0987, device='cuda:0')
epoch= 143 sampleNo.= 15 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.3694, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0499, device='cuda:0')
epoch= 143 sampleNo.= 16 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.0567, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0635, device='cuda:0')
epoch= 143 sampleNo.= 17 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.8927, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0876, device='cuda:0')
epoch= 143 sampleNo.= 18 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.4902, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0708, device='cuda:0')
epoch= 143 sampleNo.= 19 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.2933, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0818, device='cuda:0')
epoch= 143 sampleNo.= 20 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.9303, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0437, device='cuda:0')
epoch= 143 sampleNo.= 21 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.1129, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0594, device='cuda:0')
epoch= 143 sampleNo.= 22 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.4644, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0671, device='cuda:0')
epoch= 143 sampleNo.= 23 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.6213, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0880, device='cuda:0')
epoch= 143 sampleNo.= 24 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.5091, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1198, device='cuda:0')
epoch= 143 sampleNo.= 25 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.2483, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0661, device='cuda:0')
epoch= 143 sampleNo.= 26 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.4386, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1389, device='cuda:0')
epoch= 143 sampleNo.= 27 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.5253, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0870, device='cuda:0')
epoch= 143 sampleNo.= 28 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.3036, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1011, device='cuda:0')
epoch= 143 sampleNo.= 29 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.0125, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1009, device='cuda:0')
epoch= 143 sampleNo.= 30 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.8594, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0948, device='cuda:0')
epoch= 143 sampleNo.= 31 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.4905, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0738, device='cuda:0')
epoch= 143 sampleNo.= 32 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.5453, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0981, device='cuda:0')
