保存参数 
保存loss
epoch= 0 sampleNo.= 0 minloss= tensor(8.0140, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0140, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4938, device='cuda:0')
epoch= 193 sampleNo.= 13 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8946, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4870, device='cuda:0')
epoch= 193 sampleNo.= 14 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2268, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4493, device='cuda:0')
epoch= 193 sampleNo.= 15 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0313, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4803, device='cuda:0')
epoch= 193 sampleNo.= 16 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0149, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4626, device='cuda:0')
epoch= 193 sampleNo.= 17 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(6.9156, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6460, device='cuda:0')
epoch= 193 sampleNo.= 18 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5029, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5534, device='cuda:0')
epoch= 193 sampleNo.= 19 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2913, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5909, device='cuda:0')
epoch= 193 sampleNo.= 20 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9429, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4971, device='cuda:0')
epoch= 193 sampleNo.= 21 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2492, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4389, device='cuda:0')
epoch= 193 sampleNo.= 22 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1418, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4655, device='cuda:0')
epoch= 193 sampleNo.= 23 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0739, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5108, device='cuda:0')
epoch= 193 sampleNo.= 24 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.0514, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6262, device='cuda:0')
epoch= 193 sampleNo.= 25 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7748, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5311, device='cuda:0')
epoch= 193 sampleNo.= 26 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1790, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4449, device='cuda:0')
epoch= 193 sampleNo.= 27 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.0925, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6187, device='cuda:0')
epoch= 193 sampleNo.= 28 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3930, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5762, device='cuda:0')
epoch= 193 sampleNo.= 29 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5771, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5635, device='cuda:0')
epoch= 193 sampleNo.= 30 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2272, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5936, device='cuda:0')
epoch= 193 sampleNo.= 31 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0370, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4632, device='cuda:0')
epoch= 193 sampleNo.= 32 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5405, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5591, device='cuda:0')
epoch= 193 sampleNo.= 33 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2082, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4685, device='cuda:0')
epoch= 193 sampleNo.= 34 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7648, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5097, device='cuda:0')
epoch= 193 sampleNo.= 35 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6209, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5471, device='cuda:0')
epoch= 193 sampleNo.= 36 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0501, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4771, device='cuda:0')
epoch= 193 sampleNo.= 37 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4370, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5585, device='cuda:0')
epoch= 193 sampleNo.= 38 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7697, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4983, device='cuda:0')
epoch= 193 sampleNo.= 39 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6844, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3602, device='cuda:0')
epoch= 193 sampleNo.= 40 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4146, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5625, device='cuda:0')
epoch= 193 sampleNo.= 41 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5467, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5660, device='cuda:0')
epoch= 193 sampleNo.= 42 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7669, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5135, device='cuda:0')
epoch= 193 sampleNo.= 43 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4285, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5610, device='cuda:0')
epoch= 193 sampleNo.= 44 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8237, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5099, device='cuda:0')
epoch= 193 sampleNo.= 45 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9185, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5241, device='cuda:0')
epoch= 193 sampleNo.= 46 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4665, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5667, device='cuda:0')
epoch= 193 sampleNo.= 47 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5469, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5346, device='cuda:0')
epoch= 193 sampleNo.= 48 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3128, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5813, device='cuda:0')
epoch= 193 sampleNo.= 49 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5463, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5541, device='cuda:0')
保存loss
epoch= 193 sampleNo.= 50 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7040, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5365, device='cuda:0')
epoch= 193 sampleNo.= 51 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4377, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5622, device='cuda:0')
epoch= 193 sampleNo.= 52 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5847, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4128, device='cuda:0')
epoch= 193 sampleNo.= 53 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8041, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5041, device='cuda:0')
epoch= 193 sampleNo.= 54 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3984, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5852, device='cuda:0')
epoch= 193 sampleNo.= 55 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5653, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5421, device='cuda:0')
epoch= 193 sampleNo.= 56 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0687, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4850, device='cuda:0')
epoch= 193 sampleNo.= 57 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2254, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4460, device='cuda:0')
epoch= 193 sampleNo.= 58 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3063, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4125, device='cuda:0')
epoch= 193 sampleNo.= 59 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8720, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4930, device='cuda:0')
epoch= 193 sampleNo.= 60 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6604, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5509, device='cuda:0')
epoch= 193 sampleNo.= 61 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9265, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4920, device='cuda:0')
epoch= 193 sampleNo.= 62 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4692, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5870, device='cuda:0')
epoch= 193 sampleNo.= 63 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9831, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4800, device='cuda:0')
epoch= 193 sampleNo.= 64 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0196, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4627, device='cuda:0')
epoch= 193 sampleNo.= 65 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3629, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5693, device='cuda:0')
epoch= 193 sampleNo.= 66 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(6.5537, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6826, device='cuda:0')
epoch= 193 sampleNo.= 67 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1583, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4423, device='cuda:0')
epoch= 193 sampleNo.= 68 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0581, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4433, device='cuda:0')
保存loss
epoch= 194 sampleNo.= 0 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7158, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5407, device='cuda:0')
epoch= 194 sampleNo.= 1 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4742, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5641, device='cuda:0')
epoch= 194 sampleNo.= 2 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0559, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4887, device='cuda:0')
epoch= 194 sampleNo.= 3 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7450, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5251, device='cuda:0')
epoch= 194 sampleNo.= 4 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.0490, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6167, device='cuda:0')
epoch= 194 sampleNo.= 5 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2929, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4191, device='cuda:0')
epoch= 194 sampleNo.= 6 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5991, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5660, device='cuda:0')
epoch= 194 sampleNo.= 7 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6232, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5493, device='cuda:0')
epoch= 194 sampleNo.= 8 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6899, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5115, device='cuda:0')
epoch= 194 sampleNo.= 9 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7511, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5129, device='cuda:0')
epoch= 194 sampleNo.= 10 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4625, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5604, device='cuda:0')
epoch= 194 sampleNo.= 11 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4250, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5601, device='cuda:0')
epoch= 194 sampleNo.= 12 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3539, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5796, device='cuda:0')
epoch= 194 sampleNo.= 13 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9979, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4973, device='cuda:0')
epoch= 194 sampleNo.= 14 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7415, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5106, device='cuda:0')
epoch= 194 sampleNo.= 15 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5270, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5563, device='cuda:0')
epoch= 194 sampleNo.= 16 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8546, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4982, device='cuda:0')
epoch= 194 sampleNo.= 17 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2241, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4438, device='cuda:0')
epoch= 194 sampleNo.= 18 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4709, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5823, device='cuda:0')
epoch= 194 sampleNo.= 19 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8769, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4940, device='cuda:0')
epoch= 194 sampleNo.= 20 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3104, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5816, device='cuda:0')
epoch= 194 sampleNo.= 21 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2523, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4319, device='cuda:0')
epoch= 194 sampleNo.= 22 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4344, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5801, device='cuda:0')
epoch= 194 sampleNo.= 23 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5876, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5247, device='cuda:0')
epoch= 194 sampleNo.= 24 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3107, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5814, device='cuda:0')
epoch= 194 sampleNo.= 25 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3818, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4084, device='cuda:0')
epoch= 194 sampleNo.= 26 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.1419, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6224, device='cuda:0')
epoch= 194 sampleNo.= 27 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3458, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5789, device='cuda:0')
epoch= 194 sampleNo.= 28 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7862, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5152, device='cuda:0')
epoch= 194 sampleNo.= 29 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8525, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5122, device='cuda:0')
epoch= 194 sampleNo.= 30 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9016, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4824, device='cuda:0')
epoch= 194 sampleNo.= 31 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4125, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5614, device='cuda:0')
epoch= 194 sampleNo.= 32 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7838, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5021, device='cuda:0')
epoch= 194 sampleNo.= 33 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8393, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5119, device='cuda:0')
epoch= 194 sampleNo.= 34 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3071, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4193, device='cuda:0')
epoch= 194 sampleNo.= 35 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8684, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5064, device='cuda:0')
epoch= 194 sampleNo.= 36 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1952, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4544, device='cuda:0')
epoch= 194 sampleNo.= 37 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8805, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5057, device='cuda:0')
epoch= 194 sampleNo.= 38 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1902, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4345, device='cuda:0')
epoch= 194 sampleNo.= 39 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2805, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4619, device='cuda:0')
epoch= 194 sampleNo.= 40 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2376, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6065, device='cuda:0')
epoch= 194 sampleNo.= 41 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2649, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4245, device='cuda:0')
epoch= 194 sampleNo.= 42 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5854, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5362, device='cuda:0')
epoch= 194 sampleNo.= 43 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6092, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5448, device='cuda:0')
epoch= 194 sampleNo.= 44 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7240, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5240, device='cuda:0')
epoch= 194 sampleNo.= 45 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4319, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5754, device='cuda:0')
epoch= 194 sampleNo.= 46 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7530, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5100, device='cuda:0')
epoch= 194 sampleNo.= 47 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0004, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4771, device='cuda:0')
epoch= 194 sampleNo.= 48 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7830, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5154, device='cuda:0')
epoch= 194 sampleNo.= 49 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3757, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5698, device='cuda:0')
保存loss
epoch= 194 sampleNo.= 50 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9074, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4971, device='cuda:0')
epoch= 194 sampleNo.= 51 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3515, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5748, device='cuda:0')
epoch= 194 sampleNo.= 52 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5776, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5564, device='cuda:0')
epoch= 194 sampleNo.= 53 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5410, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5547, device='cuda:0')
epoch= 194 sampleNo.= 54 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7520, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5077, device='cuda:0')
epoch= 194 sampleNo.= 55 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3072, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5741, device='cuda:0')
epoch= 194 sampleNo.= 56 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5876, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5479, device='cuda:0')
epoch= 194 sampleNo.= 57 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5315, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5630, device='cuda:0')
epoch= 194 sampleNo.= 58 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0982, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4647, device='cuda:0')
epoch= 194 sampleNo.= 59 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7948, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5050, device='cuda:0')
epoch= 194 sampleNo.= 60 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0410, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4901, device='cuda:0')
epoch= 194 sampleNo.= 61 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(6.7674, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6722, device='cuda:0')
epoch= 194 sampleNo.= 62 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9701, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4857, device='cuda:0')
epoch= 194 sampleNo.= 63 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3833, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5638, device='cuda:0')
epoch= 194 sampleNo.= 64 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7893, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5012, device='cuda:0')
epoch= 194 sampleNo.= 65 minloss= tensor(5.7669, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1311, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4804, device='cuda:0')
