保存参数 
保存loss
epoch= 0 sampleNo.= 0 minloss= tensor(8.0805, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0805, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4651, device='cuda:0')
epoch= 147 sampleNo.= 25 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2124, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4448, device='cuda:0')
epoch= 147 sampleNo.= 26 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8840, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5016, device='cuda:0')
保存loss
epoch= 148 sampleNo.= 0 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7924, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5426, device='cuda:0')
epoch= 148 sampleNo.= 1 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9528, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4826, device='cuda:0')
epoch= 148 sampleNo.= 2 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3403, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4174, device='cuda:0')
epoch= 148 sampleNo.= 3 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9851, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4680, device='cuda:0')
epoch= 148 sampleNo.= 4 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5189, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4145, device='cuda:0')
epoch= 148 sampleNo.= 5 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2786, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6011, device='cuda:0')
epoch= 148 sampleNo.= 6 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2953, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5960, device='cuda:0')
epoch= 148 sampleNo.= 7 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0844, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4644, device='cuda:0')
epoch= 148 sampleNo.= 8 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8875, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5410, device='cuda:0')
epoch= 148 sampleNo.= 9 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5203, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5488, device='cuda:0')
epoch= 148 sampleNo.= 10 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6227, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5492, device='cuda:0')
epoch= 148 sampleNo.= 11 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7588, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5265, device='cuda:0')
epoch= 148 sampleNo.= 12 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7332, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5240, device='cuda:0')
epoch= 148 sampleNo.= 13 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8644, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5026, device='cuda:0')
epoch= 148 sampleNo.= 14 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5051, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5543, device='cuda:0')
epoch= 148 sampleNo.= 15 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4990, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5541, device='cuda:0')
epoch= 148 sampleNo.= 16 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4150, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4064, device='cuda:0')
epoch= 148 sampleNo.= 17 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7264, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5250, device='cuda:0')
epoch= 148 sampleNo.= 18 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5191, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5836, device='cuda:0')
epoch= 148 sampleNo.= 19 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7648, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5271, device='cuda:0')
epoch= 148 sampleNo.= 20 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3708, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5771, device='cuda:0')
epoch= 148 sampleNo.= 21 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2372, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6119, device='cuda:0')
epoch= 148 sampleNo.= 22 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6358, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5373, device='cuda:0')
epoch= 148 sampleNo.= 23 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2526, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5965, device='cuda:0')
epoch= 148 sampleNo.= 24 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0169, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4684, device='cuda:0')
epoch= 148 sampleNo.= 25 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9958, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4773, device='cuda:0')
epoch= 148 sampleNo.= 26 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7078, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5416, device='cuda:0')
保存loss
epoch= 149 sampleNo.= 0 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2474, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6261, device='cuda:0')
epoch= 149 sampleNo.= 1 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7106, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5178, device='cuda:0')
epoch= 149 sampleNo.= 2 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7827, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5038, device='cuda:0')
epoch= 149 sampleNo.= 3 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3838, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5804, device='cuda:0')
epoch= 149 sampleNo.= 4 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6482, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5369, device='cuda:0')
epoch= 149 sampleNo.= 5 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5421, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5513, device='cuda:0')
epoch= 149 sampleNo.= 6 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3762, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5793, device='cuda:0')
epoch= 149 sampleNo.= 7 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7858, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5166, device='cuda:0')
epoch= 149 sampleNo.= 8 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4752, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5736, device='cuda:0')
epoch= 149 sampleNo.= 9 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9162, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5036, device='cuda:0')
epoch= 149 sampleNo.= 10 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7460, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5316, device='cuda:0')
epoch= 149 sampleNo.= 11 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0693, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4904, device='cuda:0')
epoch= 149 sampleNo.= 12 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0970, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4499, device='cuda:0')
epoch= 149 sampleNo.= 13 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1297, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4588, device='cuda:0')
epoch= 149 sampleNo.= 14 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3255, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4580, device='cuda:0')
epoch= 149 sampleNo.= 15 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0237, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4730, device='cuda:0')
epoch= 149 sampleNo.= 16 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1024, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4507, device='cuda:0')
epoch= 149 sampleNo.= 17 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7292, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5283, device='cuda:0')
epoch= 149 sampleNo.= 18 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4339, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5793, device='cuda:0')
epoch= 149 sampleNo.= 19 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0549, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5016, device='cuda:0')
epoch= 149 sampleNo.= 20 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8107, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4914, device='cuda:0')
epoch= 149 sampleNo.= 21 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4482, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5677, device='cuda:0')
epoch= 149 sampleNo.= 22 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8928, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5128, device='cuda:0')
epoch= 149 sampleNo.= 23 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9400, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4799, device='cuda:0')
epoch= 149 sampleNo.= 24 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2401, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4463, device='cuda:0')
epoch= 149 sampleNo.= 25 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.0680, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6254, device='cuda:0')
epoch= 149 sampleNo.= 26 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7650, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5219, device='cuda:0')
保存loss
epoch= 150 sampleNo.= 0 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0383, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4796, device='cuda:0')
epoch= 150 sampleNo.= 1 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0486, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4740, device='cuda:0')
epoch= 150 sampleNo.= 2 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9189, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5062, device='cuda:0')
epoch= 150 sampleNo.= 3 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8177, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5134, device='cuda:0')
epoch= 150 sampleNo.= 4 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6979, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5416, device='cuda:0')
epoch= 150 sampleNo.= 5 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4789, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5737, device='cuda:0')
epoch= 150 sampleNo.= 6 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2717, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4536, device='cuda:0')
epoch= 150 sampleNo.= 7 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4509, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5851, device='cuda:0')
epoch= 150 sampleNo.= 8 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6304, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5416, device='cuda:0')
epoch= 150 sampleNo.= 9 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9214, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4976, device='cuda:0')
epoch= 150 sampleNo.= 10 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5922, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5577, device='cuda:0')
epoch= 150 sampleNo.= 11 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5295, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5579, device='cuda:0')
epoch= 150 sampleNo.= 12 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8053, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5026, device='cuda:0')
epoch= 150 sampleNo.= 13 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6447, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5307, device='cuda:0')
epoch= 150 sampleNo.= 14 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6433, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5438, device='cuda:0')
epoch= 150 sampleNo.= 15 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2722, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5947, device='cuda:0')
epoch= 150 sampleNo.= 16 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7028, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5332, device='cuda:0')
epoch= 150 sampleNo.= 17 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7722, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5214, device='cuda:0')
epoch= 150 sampleNo.= 18 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8961, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4923, device='cuda:0')
epoch= 150 sampleNo.= 19 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2052, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4500, device='cuda:0')
epoch= 150 sampleNo.= 20 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.0485, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6296, device='cuda:0')
epoch= 150 sampleNo.= 21 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7595, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5055, device='cuda:0')
epoch= 150 sampleNo.= 22 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9611, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4883, device='cuda:0')
epoch= 150 sampleNo.= 23 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6243, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5323, device='cuda:0')
epoch= 150 sampleNo.= 24 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5098, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3931, device='cuda:0')
epoch= 150 sampleNo.= 25 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1414, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4485, device='cuda:0')
epoch= 150 sampleNo.= 26 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5725, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5796, device='cuda:0')
保存loss
epoch= 151 sampleNo.= 0 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9099, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5157, device='cuda:0')
epoch= 151 sampleNo.= 1 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3654, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5909, device='cuda:0')
epoch= 151 sampleNo.= 2 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0686, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4693, device='cuda:0')
epoch= 151 sampleNo.= 3 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1357, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4522, device='cuda:0')
epoch= 151 sampleNo.= 4 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3839, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5800, device='cuda:0')
epoch= 151 sampleNo.= 5 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1739, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4795, device='cuda:0')
epoch= 151 sampleNo.= 6 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4083, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4009, device='cuda:0')
epoch= 151 sampleNo.= 7 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4968, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5699, device='cuda:0')
epoch= 151 sampleNo.= 8 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8059, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5337, device='cuda:0')
epoch= 151 sampleNo.= 9 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2369, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6025, device='cuda:0')
epoch= 151 sampleNo.= 10 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8052, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4828, device='cuda:0')
epoch= 151 sampleNo.= 11 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6243, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5660, device='cuda:0')
epoch= 151 sampleNo.= 12 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7309, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5423, device='cuda:0')
epoch= 151 sampleNo.= 13 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7735, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5033, device='cuda:0')
epoch= 151 sampleNo.= 14 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8340, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5179, device='cuda:0')
epoch= 151 sampleNo.= 15 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5969, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5517, device='cuda:0')
epoch= 151 sampleNo.= 16 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1044, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4621, device='cuda:0')
epoch= 151 sampleNo.= 17 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6653, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5352, device='cuda:0')
epoch= 151 sampleNo.= 18 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8731, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4991, device='cuda:0')
epoch= 151 sampleNo.= 19 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2603, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6113, device='cuda:0')
epoch= 151 sampleNo.= 20 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6240, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5378, device='cuda:0')
epoch= 151 sampleNo.= 21 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7029, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5421, device='cuda:0')
epoch= 151 sampleNo.= 22 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8246, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5073, device='cuda:0')
epoch= 151 sampleNo.= 23 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4035, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4106, device='cuda:0')
epoch= 151 sampleNo.= 24 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8183, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5333, device='cuda:0')
epoch= 151 sampleNo.= 25 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6657, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5356, device='cuda:0')
epoch= 151 sampleNo.= 26 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8983, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5350, device='cuda:0')
保存loss
epoch= 152 sampleNo.= 0 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6293, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5389, device='cuda:0')
epoch= 152 sampleNo.= 1 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2809, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4282, device='cuda:0')
epoch= 152 sampleNo.= 2 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5434, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3874, device='cuda:0')
epoch= 152 sampleNo.= 3 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4925, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5629, device='cuda:0')
epoch= 152 sampleNo.= 4 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0075, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4719, device='cuda:0')
epoch= 152 sampleNo.= 5 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6090, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5401, device='cuda:0')
epoch= 152 sampleNo.= 6 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9360, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5259, device='cuda:0')
epoch= 152 sampleNo.= 7 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5459, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5500, device='cuda:0')
epoch= 152 sampleNo.= 8 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0169, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4808, device='cuda:0')
epoch= 152 sampleNo.= 9 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6104, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5397, device='cuda:0')
epoch= 152 sampleNo.= 10 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2194, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4375, device='cuda:0')
epoch= 152 sampleNo.= 11 minloss= tensor(6.6512, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3964, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4386, device='cuda:0')
